Log file open, 03/16/15 15:21:07
LogInit:Display: Running engine for game: KodainaKingdom
LogInit: Version: 4.7.2-2467323+++depot+UE4-Releases+4.7
LogInit: API Version: 2455222
LogInit: Compiled (64-bit): Mar  2 2015 23:16:34
[2015.03.16-20.20.48:189][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3303.CanvasPanel_2
[2015.03.16-20.20.48:190][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_252:WidgetTree_3292.CanvasPanel_2
[2015.03.16-20.20.48:190][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_6.WidgetTree_3296.CanvasPanel_2
[2015.03.16-20.20.48:190][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3294.CanvasPanel_2
[2015.03.16-20.20.48:190][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_251:WidgetTree_3283.CanvasPanel_2
[2015.03.16-20.20.48:190][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2
[2015.03.16-20.20.48:190][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3285.CanvasPanel_2
[2015.03.16-20.20.48:190][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_250:WidgetTree_3274.CanvasPanel_2
[2015.03.16-20.20.48:190][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_4.WidgetTree_3278.CanvasPanel_2
[2015.03.16-20.20.48:190][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3276.CanvasPanel_2
[2015.03.16-20.20.48:190][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_249:WidgetTree_3265.CanvasPanel_2
[2015.03.16-20.20.48:190][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_3.WidgetTree_3269.CanvasPanel_2
[2015.03.16-20.20.48:190][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_2.WidgetTree_3260.CanvasPanel_2
[2015.03.16-20.20.48:190][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3258.CanvasPanel_2
[2015.03.16-20.20.48:190][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_247:WidgetTree_3247.CanvasPanel_2
[2015.03.16-20.20.48:190][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_1.WidgetTree_3251.CanvasPanel_2
[2015.03.16-20.20.48:190][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3249.CanvasPanel_2
[2015.03.16-20.20.48:190][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_246:WidgetTree_3194.CanvasPanel_2
[2015.03.16-20.20.48:190][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD:WidgetTree_10.CanvasPanel_2
[2015.03.16-20.20.48:190][678]LogProperty:Warning: Illegal TEXT reference to a private object in external package (CanvasPanelSlot /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2.CanvasPanelSlot_3880) from referencer (TextBlock /Engine/UMG/Editor/Transient.playerAttack).  Import failed...
[2015.03.16-20.20.48:190][678]LogProperty:Warning: ObjectProperty /Script/UMG.Widget:Slot: unresolved reference to 'CanvasPanelSlot'CanvasPanel_2.CanvasPanelSlot_3880''
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3330.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.SKEL_BattleHUD_C:WidgetTree_3328.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_255:WidgetTree_3319.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_19.WidgetTree_3323.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_18.WidgetTree_3314.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3312.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_253:WidgetTree_3301.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3303.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_252:WidgetTree_3292.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_6.WidgetTree_3296.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3294.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_251:WidgetTree_3283.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3285.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_250:WidgetTree_3274.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_4.WidgetTree_3278.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3276.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_249:WidgetTree_3265.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_3.WidgetTree_3269.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_2.WidgetTree_3260.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3258.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_247:WidgetTree_3247.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_1.WidgetTree_3251.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3249.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_246:WidgetTree_3194.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD:WidgetTree_10.CanvasPanel_2
[2015.03.16-20.20.48:192][678]LogProperty:Warning: Illegal TEXT reference to a private object in external package (CanvasPanelSlot /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2.CanvasPanelSlot_4240) from referencer (TextBlock /Engine/UMG/Editor/Transient.playerDefense).  Import failed...
[2015.03.16-20.20.48:192][678]LogProperty:Warning: ObjectProperty /Script/UMG.Widget:Slot: unresolved reference to 'CanvasPanelSlot'CanvasPanel_2.CanvasPanelSlot_4240''
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3330.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.SKEL_BattleHUD_C:WidgetTree_3328.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_255:WidgetTree_3319.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_19.WidgetTree_3323.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_18.WidgetTree_3314.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3312.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_253:WidgetTree_3301.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_9.WidgetTree_3305.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3303.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_252:WidgetTree_3292.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_6.WidgetTree_3296.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3294.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_251:WidgetTree_3283.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_5.WidgetTree_3287.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3285.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_250:WidgetTree_3274.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_4.WidgetTree_3278.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3276.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_249:WidgetTree_3265.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_3.WidgetTree_3269.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_2.WidgetTree_3260.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3258.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_247:WidgetTree_3247.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_1.WidgetTree_3251.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3249.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_246:WidgetTree_3194.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD:WidgetTree_10.CanvasPanel_2
[2015.03.16-20.20.48:193][678]LogProperty:Warning: Illegal TEXT reference to a private object in external package (CanvasPanelSlot /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2.CanvasPanelSlot_4258) from referencer (TextBlock /Engine/UMG/Editor/Transient.playerMagicAttack).  Import failed...
[2015.03.16-20.20.48:193][678]LogProperty:Warning: ObjectProperty /Script/UMG.Widget:Slot: unresolved reference to 'CanvasPanelSlot'CanvasPanel_2.CanvasPanelSlot_4258''
[2015.03.16-20.20.48:194][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3330.CanvasPanel_2
[2015.03.16-20.20.48:194][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.SKEL_BattleHUD_C:WidgetTree_3328.CanvasPanel_2
[2015.03.16-20.20.48:194][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.REINST_SKEL_BattleHUD_C_255:WidgetTree_3319.CanvasPanel_2
[2015.03.16-20.20.48:194][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_19.WidgetTree_3323.CanvasPanel_2
[2015.03.16-20.20.48:194][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Engine/Transient.World_12:BattleHUD_C_18.WidgetTree_3314.CanvasPanel_2
[2015.03.16-20.20.48:194][678]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_12:BattleHUD_C_20.WidgetTree_3332.CanvasPanel_2 or CanvasPanel /Game/Blueprints/BattleHUD.BattleHUD_C:WidgetTree_3312.CanvasPanel_2
